,Description,Stars,Reviews,Price,Amazon prime,Best seller
156,Memoria USB 64MB Pendrive 10 Piezas - Kepmem Colores Mezclados 64 MB Memorias Stick USB 2.0 Flash Drive Poca Capacidad Almacenamiento de Datos - Regalos Promocionales para Grabar Cosas Pequeñas,"3,7",716,"18,99",Yes,No
157,"32GB Memoria USB de Tipo C, BorlterClamp Unidad Flash USB 3.0 de Doble Puerto, USB C OTG Memory Stick Pendrive para Smartphones, Tabletas y Computadoras (Dorado)","4,2",196,"12,98",Yes,No
158,Philips Cartucho de Alta Velocidad 16 GB Memoria Flash USB 3.0 Azul,"4,2",119,"14,49",Yes,No
159,Memoria USB 2.0 16GB 3 Piezas Pendrives - Portátil Multicolor 16 GB Pen Drive 3 Unidades Práctica Llave USB - Metal Unidad Flash USB Almacenamiento Regalo para Documentos/Presentaciones by Datarm,"4,5",21,"17,96",Yes,No
160,Toshiba THN-U301W1280E4 - Memoria USB 3.0 (128 GB) Color Blanco,"4,2",23,"35,99",Yes,No
161,"LEIZHAN Memoria USB 16GB,Pendrive USB 2.0 Flash Drive Impermeable Animal Silicona Unicornio Regalo para Niños,Estudiantes","4,5",282,"10,99",Yes,No
162,"ZUBER® - Memoria USB de 4 GB, 8 GB, 16 GB, 32 GB, 64 GB, 128 GB, 256 GB, 2.0 y 3.0, Transferencia de Datos rápida, Gran Idea de Regalo del Reino Unido (64 GB 3.0)",,,"20,60",No,No
163,5 Piezas 16GB USB 2.0 ENUODA Pendrive Pivote Memorias Giratoria Plegable Diseño de Cierre (5 Colores Mezclados: Azul Negro Rojo Verde Violeta),"4,2",1.910,"17,59",Yes,No
164,"LEIZHAN Memoria USB 32GB,Pendrive USB 2.0 Flash Drive Impermeable Silicona Tijeras Regalo para Niños,Estudiantes","5,0",2,"22,99",Yes,No
165,"Memoria USB C-Turn 16 GB, USB 3.1 Tipo-C/USB 3.0, 100 MB/s, Negro y Plateado",,,"96,22",No,No
166,"KEXIN 64GB Pendrive Tipo C, Memoria USB 3.0 Mini Flash Drive 64GB 2 EN 1 OTG Llave Drive para Portátil,Teléfono y Otras Dispositivos USB o Tipo C [Negro]","4,5",219,"15,99",Yes,No
167,"FeliSun Memoria Flash USB 3.0 16 GB 32GB 64GB,Unidad Flash USB 3.0 con Llavero,Metal Tarjeta de Memoria U Disk Memoria USB Regalo Creativo (16GB)","4,4",97,,No,No
168,"Unidades flash USB de madera con cremallera, discos de salto con guitarra de bambú (16 GB USB 3.0, bambú)",,,"21,00",No,No
169,"3 unidades de memoria USB 2.0 giratoria de 16 GB para almacenamiento de datos, unidad flash USB con cuerda","4,7",24,"18,55",Yes,No
170,"RAOYI 64GB Memoria USB Tipo C, Pendrive USB 3.0 Flash Drive 64GB 2 en 1 para OTG Smartphone, Chromebook Pixel, Macbook, Huawei Matebook","4,2",525,"15,99",Yes,No
171,"KOOTION Memorias USB 64GB 3.0 USB Pendrive 64 Gigas Flash Drive 64GB 3 Piezas Lote Pincho USB Pack de 3 Unidades Pen Drive Giratorio de Alta Velocidad, Oro, Azul Claro y Azul Oscuro","4,2",577,"25,99",Yes,No
172,Yaxiny Paquete de 5 unidades rectangulares de madera de nogal 2.0/3.0 USB Flash Drive Memory Stick con madera (3.0/16GB),"4,0",70,"43,99",Yes,No
173,"dbigness Lovely Cartoon Caca PVC USB 2.0 Flash Drives Regalo Funny Cartoon USB Memory Stick Pendrive de Almacenamiento de Datos 16GB,Brown 16 GB","5,0",2,"16,78",Yes,Yes
174,"Tipo C Memoria USB 32gb, Pen Drive USB C 32 GB 2 en 1 Tipo C Y USB 2.0 Memoria Flash 32gb para Smartphones Android, Windows, Android, Pc, Tabletas, Almacenamiento DE Datos Externo Etc (Azul)","4,2",834,"7,99",Yes,No
175,"10 Piezas Memorias USB 16GB Pendrives, Kepmem Portátil y Económico Pen Drive 16 Giga Llave USB 2.0 Memoria Externo Stick, Metal Llavero Flash Drive 16 GB Almacenamiento de Datos, Colores con Cuerdas","4,5",1.860,"38,99",Yes,No
176,"Pendrives 3.0 16 GB 5 Piezas Memorias USB, Metal Pen Drives 16GB Girar Flash Drive, Kepmem Portátil USB3.0 Memoria Externo Stick para computadora, Verde","4,0",74,"26,99",Yes,No
177,"Pistola de Masaje Muscular,NetDot Masajeador de Percusión de Mano de Tejido Profundo, Masajeador Profesional para Aliviar el Dolor Muscular","4,1",156,"45,90",Yes,No
178,KEXIN Memoria USB 128GB 3.0 Tipo C Pendrive USB Metal Impermeable a Prueba de Golpes Llave Pendrive USB 2 en 1 Memory Stick U Disco OTG Flash para Samsung/Huawei/Macbook Pro PC [Negro],"4,1",3.686,"35,99",Yes,No
179,"5 Piezas Memoria USB 32 GB Mini Pen Drive 32GB Metal U Disk USB Flash Drive para Computadoras, Tabletas Almacenamiento de Datos (Negro)","4,5",28,"22,99",Yes,No
180,KEXIN 16GB Memoria USB 3.0 Pendrive Flash USB Stick 2 Piezas 16GB Memoria Flash Drive 3.0 para PC Laptop Tableta Mac(Negro Azul),"4,3",1.436,"12,99",Yes,No
181,"Memoria USB de 512 GB/1024 GB, memoria USB para fotos, memoria USB externa (1 TB, rojo)","2,0",17,"18,61",Yes,No
182,16GB Memorias USB 5 Piezas PenDrives - Giratoria Pen Drive 16 GB Unidad Flash USB 2.0 - Almacenamiento de Datos Externo,"4,3",161,"17,99",Yes,No
183,KEXIN 16GB USB Pendrive 5 Piezas Memoria Flash USB Drive 3.0 Pen Drive Retráctil 16GB para Computadoras PC Windows Mac OS,"4,3",542,"25,99",Yes,No
184,"Verbatim Store 'N' Go Pinstripe - Memoria USB 2.0 de 16 GB (10 MB/s), Color Negro","4,4",513,"5,18",Yes,No
185,KEXIN Memoria USB 32GB 2.0 Pendrive Llave USB [3 Unidades] Memoria Flash Drive con LED Idicador para Ordenador PC Windows Mac OS ( Color de Verde/Púrpura/Azul),"4,4",1.204,"16,99",Yes,No
186,"Memoria USB Pendrive 32GB 64GB 128GB Wansenda S100 OTG USB 2.0 para Dispositivos Android, PC/Tableta/Mac (32GB, Morado)","4,1",1.515,"8,79",Yes,No
187,LEELNG Pendrive para iPhone Memoria USB 32GB y iPad Android Computadoras Laptops Flash Drive Expansión (Rosa),"3,9",2.669,"15,19",Yes,No
188,Yaxiny Paquete de 5 unidades rectangulares de madera 2.0/3.0 USB Flash Drive Memory Stick con madera (2.0/16GB),"4,1",26,"26,41",Yes,No
189,Uflatek 16 GB Pendrive Tortuga Memoria Flash USB 3.0 Portatil U Disco Verde Thumb Drive Almacenamiento de Datos Externo,"4,4",23,"13,66",Yes,No
190,"UFARID Memoria USB 3.0 Flash Drive Pendrive Memory Stick Memoria de Almacenamiento Thumb Drive para Computadoras Colores Mezclados (16GB, Azul)","4,8",6,"11,27",Yes,No
191,"16GB Memorias USB 2.0 5 Piezas Pendrive, Kepmem Portátil Llavero USB Pen Drive 16 GB Memoria Externo Stick, Metal Giratoria 16 Giga Flash Drive Funcional Pen-Drive Almacenamiento de Datos, Colores","4,4",511,"21,44",Yes,No
192,"Garrulax Memoria USB, Pendive USB 2.0, Premium Impermeable Linda Silicona 16GB / 32GB Alta Velocidad Pen Drive Memory Stick Flash Drive Memorias","4,5",507,"9,99",Yes,No
193,Shooo 16GB Metal Revólver del Arma Novedad Memoria USB 3.0,"4,0",19,"11,70",Yes,No
194,"TPSON 16GB Memorias USB 5 Piezas Mini USB Stick Metal Pendrive 16GB Memoria Flash con Colgante Almacenamiento de Datos Externo, Plata","4,2",131,"19,99",Yes,No
195,"Memorias USB 32GB, TOPESEL Pendrives Flash 2.0 USB Sticks Flash Drives Llaves USB, Pack de 3 Unidades, 3 Colores Azul Verde Púrpura","4,5",1.279,"17,99",Yes,No
196,10pcs Botella de 16 GB Cute Drift unidad flash USB memory stick Almacenamiento U-Disk regalo de Navidad (16.0 GB),"3,9",277,"59,00",Yes,No
197,Uflatek Memorias USB 2.0 10 Piezas 16GB Sticks Flash Drive Giratoria Pendrives 16 GB Multicolor Almacenamiento Datos,"4,3",267,"36,99",Yes,No
198,"Memoria USB, 5 x 32 GB Pen Thumb Unidades Flash Memoria Jump Drive Memoria Externa con diseño de Llavero (Plateado)","4,0",140,"23,99",Yes,No
199,SanDisk Cruzer Glide 16 GB (5 Pack) sdcz600 – 016 G USB 3.0 Flash Drive Jump Drive Pen Drive sdcz600 – 016 G – (5 Unidades),"4,8",65,,No,No
200,SanDisk DYSK USB 2.0 CRUZER BLADE 16 GB,"4,5",7,"3,92",Yes,No
201,Ulticool – Dinosaurio Reptil - 16GB - Memoria Almacenamiento de Datos – USB Flash Pen Drive Memory Stick - Diseño único y Original – Gran regalo de cumpleaños para niño / niña - Verde,,,"13,99",No,No
202,"LEIZHAN Memoria USB Tipo C 32GB,Flash Drive USB 3.0 OTG para Samsung S9,Huawei,Portátil,Teléfono y Otras Dispositivos USB o Tipo C-Rojo","4,0",390,"12,99",Yes,No
203,"Verbatim Unidad Dual USB Tipo C/USB 3.0 de 32 GB - Memoria USB (32 GB, USB Type-A/USB Type-C, 3.0 (3.1 Gen 1), Sin Tapa, 3,6 g, Negro, Azul, Plata)","4,5",106,"14,19",Yes,No
204,"32GB Memorias USB 5 Piezas Metal PenDrives Pen Drive 32 GB Portátil Unidad Flash USB 2.0, Negro","4,5",81,"20,99",Yes,No
205,"Morias USB 64 GB,5 Piezas PenDrives Memoria Flash USB 2.0 JUYUKEJI Mini Unidad Flash Unidad de Memoria USB Resistente al Agua con Carcasa de Metal, Plateada (64GB * 5)","4,3",218,"24,99",Yes,No
206,"3 Piezas Memorias USB 32GB Pen Drive USB 32GB Unidad Flash USB 2.0 Almacenamiento de Datos Externo(Negro,Rojo,Azul","4,4",88,"13,99",Yes,No
207,"5 Piezas Memoria USB 32 GB Mini Pen Drive 32GB Metal U Disk USB Flash Drive para Computadoras, Tabletas Almacenamiento de Datos (Negro)","4,5",28,"22,99",Yes,No
208,Unidad Flash de Lexar JumpDrive Fingerprint F35 256GB USB 3.0,"4,0",547,"130,44",Yes,No
209,Pen Drive 16GB Divertida Memoria USB 3.0 16 GB PenDrive Cool USB3.0 Flash Drive Tren Diseño Unidad de Almacenamiento Llave USB3.0 Creativo Regalo Día del Niños para Estudiante Amigos by Datarm,"4,4",39,"12,99",Yes,No
210,"JBOS - Memoria USB (16 GB, 3.0, 5 unidades, madera de nogal)","4,4",312,"42,18",Yes,No
211,"SRVR - Memoria USB 2.0 (3 unidades, 16 GB, 3 unidades)",,,"20,97",No,No
212,"Tresice-france1 Verbatim iStore 'n' Go (16 GB, USB 3.0)","5,0",1,,No,No
213,Memoria Flash USB 32GB Memoria USB 3.0 Pendrive con Luz LED de Colores Data Traveler Impermeable USB Lápiz de Memoria Unidad Flash Drive Memoria Stick para PC/Laptop/Notebook/Car/Computadora,"4,2",662,"10,99",Yes,No
214,"RAOYI 128GB Memoria Flash USB 3.0 Tipo C Dual OTG Flash Drive USB C Pendrive 128 GB Memory Stick para Smartphones USB-C, Tablets MacBook, Samsung Galaxy S9, LG G6, V30, Google Pixel XL","4,1",424,"24,98",Yes,No
215,"Memoria USB C Podazz USB C Flash Drive 64 GB 3 en 1 OTG Pen Drive con USB, Micro USB, puertos tipo C para Android Smartphone Tablet y Laptop PC (64G (versión Android))","3,9",28,"14,99",Yes,No
216,PNY HP X765W 64GB Blanco PENDRIVE USB 3.0 con 64GB DE Capacidad con DISEÑO Compacto Y RETRÁCTIL,"4,0",45,"15,12",Yes,No
217,Usb Novios Weedding. Pendrive Memoria Usb 16Gb,"4,5",45,"11,50",Yes,No
218,USB niño de Primera COMUNION de Marinero de 16gb. ENTREGAMOS EN 2-3 DIAS HÁBILES.,"5,0",1,"19,90",Yes,No
219,3 en 1 USB 2.0 Flash Drive de Memoria Pendrive Forma de Bolígrafo para Guadar Datos Fácil Llevar - 16GB - Plata,"2,7",4,"7,99",Yes,No
220,KryptKey Essential - Memoria USB 3.0 con cifrado AES 256 para PC y Mac (16 GB),"3,5",46,"23,80",Yes,No
221,"16GB 5 Piezas Pendrive Memorias USB HOFOUND Flashdrives Pen-Drive USB 2.0 USB-Stick Almacenamiento de Datos Extern Metal Giratoria Plegable Diseño, Multicolor","4,6",67,"18,96",Yes,No
222,"Sandisk Cruzer Dial Unidad Flash USB 16 GB USB Tipo A 2.0 Negro, Azul, Rosa - Memoria USB (16 GB, USB Tipo A, 2.0, Deslizar, 7,36 g, Negro, Azul, Rosa)","4,5",63,"24,45",Yes,No
223,"SMAQZ Unidad Flash USB, 128GB Pen Drive Mano Animada De Iron Man 4GB 8GB 16GB 32GB 64GB Memoria USB 2.0 para Almacenamiento De Datos Regalo Comercial Elegante Memoria USB,32GB",,,"19,55",No,No
224,16GB Modelo de Caballo USB Flash Drives USB 3.0 USB Pen Drive Stick Thumb Drive U Disco USB 3.0 Flash Disk Disco USB Memory Stick USB de Memoria Flash USB Stick USB 3.0 Flash Drive - White,"5,0",2,"11,66",Yes,No
225,"8GB Memorias Flash USB 3 Piezas Llavero USB 2.0 Pendrive Kepmem Venta Al por Mayor Metal Pequeño Almacenamiento Pen Drive, Multicolor","4,2",47,,No,No
226,"UFARID Nouveauté Fleur Rose Métal Memoria USB 3.0 Pendrive 16GB 32GB 64GB 128GB Flash Drive con Windows 7/8/10 / Vista/XP / 2000 / ME/NT Linux y Mac OS. (64GB, Oro)","4,7",7,"19,98",Yes,No
227,"ZUBER® - Memoria USB de 4 GB, 8 GB, 16 GB, 32 GB, 64 GB, 128 GB, 256 GB en 2.0 y 3.0, Transferencia de Datos rápida, Gran Idea de Regalo del Reino Unido (64 GB 3.0)",,,"19,31",No,No
228,Integral - Memoria Flash USB 3 512 GB. 512 GB,"4,2",111,"86,60",Yes,No
229,Hama - Memoria USB de 16 GB con USB 3.0 y USB 3.1 Tipo C 128 GB,"4,4",6,"34,72",Yes,No
230,"ZUBER® - Memoria USB de 4 GB, 8 GB, 16 GB, 32 GB, 64 GB, 128 GB, 256 GB, 2.0 y 3.0, Transferencia de Datos rápida, Gran Idea de Regalo del Reino Unido (32 GB 3.0)",,,"19,31",No,No
231,"TOPESEL Memoria USB 16GB, 3.0 Pendrives 3 Unidades, Flash Drives Llave USB, Negro, Azul, Rojo","4,2",225,"18,99",Yes,No
232,"Garrulax Memoria USB, Pendive USB 2.0, Premium Impermeable Cute Animal Silicona 8GB / 16GB / 32GB Alta Velocidad Pen Drive Memory Stick Flash Drive Memorias","4,6",670,"10,99",Yes,No
233,"Toshiba TransMemory U302 16GB USB 3.0 Negro, Azul, Rojo Unidad Flash USB - Memoria USB (USB 3.0 (3.1 Gen 1), Type-A, 0-50 °C, -20-60 °C, Tapa, Negro, Azul, Rojo)","4,0",12,"15,90",Yes,No
234,Ballylelly Super Mini Unidad Flash USB Impermeable 8GB Pendrive USB 2.0 Capacidad Real Memory Stick Flash Drive Pen Drive,"3,4",3,"0,01",Yes,No
235,"YZPUSI Android Micro USB Pendrive OTG, USB 2.0 64gb USB Memoria Flash Drive Dual Doble Transforma Flash Drive Memory Externa Compatible con PC, Huawei Smartphones, Tableta","4,0",727,"14,99",Yes,No
236,KEXIN Memoria USB 128GB 3.0 Tipo C Pendrive USB Metal Impermeable a Prueba de Golpes Llave Pendrive USB 2 en 1 Memory Stick U Disco OTG Flash para Samsung/Huawei/Macbook Pro PC [Negro],"4,1",3.686,"35,99",Yes,No
237,"Pendrives 3.0 16 GB 5 Piezas Memorias USB, Metal Pen Drives 16GB Girar Flash Drive, Kepmem Portátil USB3.0 Memoria Externo Stick para computadora, Verde","4,0",74,"26,99",Yes,No
238,"KEXIN Memoria USB 32GB, Pendrive USB 3.0 de Alta Velocidad Memoria Flash Drive USB 3.0, 5 Piezas para Computadora, Tableta, MacOS[ Negro Azul Verde Rojo Amarillo]","4,2",1.005,"32,99",Yes,No
239,LEELNG Pendrive para iPhone Memoria USB 32GB y iPad Android Computadoras Laptops Flash Drive Expansión (Negro),"3,9",2.669,"15,19",Yes,No
240,"Memoria USB de 512 GB/1024 GB, memoria USB para fotos, memoria USB externa (1 TB, rojo)","2,0",17,"18,61",Yes,No
241,16GB Memorias USB 5 Piezas PenDrives - Giratoria Pen Drive 16 GB Unidad Flash USB 2.0 - Almacenamiento de Datos Externo,"4,3",161,"17,99",Yes,No
242,"3 Piezas Memorias USB 32GB Pen Drive USB 32GB Unidad Flash USB 2.0 Almacenamiento de Datos Externo(Negro,Rojo,Azul","4,4",88,"13,99",Yes,No
243,"32GB Mini Memorias USB 5 Piezas PenDrives - 32 GB Portátil Unidad Flash USB 2.0 Flash Drive Memoria Stick para Computadoras, Tabletas y Otros Dispositivos (Oro)","4,3",70,"22,99",Yes,No
244,"Garrulax Memoria USB, Pendive USB 2.0, Premium Impermeable Diamantes 8GB / 16GB / 32GB Alta Velocidad Pen Drive Memory Stick Flash Drive Memorias","4,7",367,"9,99",Yes,No
245,"UV131 Adata USB 3.0 16GB, Gris","4,3",534,"11,24",Yes,No
246,Corsair Flash Voyager Slider X1 - Unidad de Memoria Flash USB 3.0 de 16 GB (diseño Compacto) (CMFSL3X1-16GB),"4,4",4.836,"17,61",Yes,No
247,"Memoria USB de 128 MB USB con diseño de Gato y Garra, Hombres y Mujeres Negro Style-6","3,4",15,"0,53",Yes,No
248,"ZUBER® - Memoria USB 3.0 de Alta Velocidad y Amplia compatibilidad, diseño de Dibujos Animados, Color Rosa",,,"25,75",No,No
249,"Morias USB 16GB,5 Piezas PenDrives Memoria Flash USB 2.0 JUYUKEJI Mini Unidad Flash Unidad de Memoria USB Resistente al Agua con Carcasa de Metal, Negro","3,8",139,"23,99",Yes,No
250,"Pendrive 16GB Memoria USB Tarro USB 2.0 Pen Drive Botella de Deriva Transparente Flash Drives 16 GB Kepmem Novedad Memorias Externo Stick Linda Vaso Almacenamiento de Dato Regalo De Cumpleaños, Boda","4,2",139,"10,90",Yes,No
251,"TOPESEL Memorias USB 16GB Flash USB Sticks 2.0 Flash Drives Pack de 10 Unidades Pendrives Llaves USB, Negro","4,5",674,"37,99",Yes,No
252,"Kingston DTDUO3/16GB - Memoria USB de 16 GB (USB 3.0, Micro USB, 5 V, Flash), negro","4,4",3.498,,No,No
253,Qarfee Memoria USB 128 GB 4 en 1 Pendrive para iPhone iPad Android Computadoras Laptops Flash Drive USB 3.0 Expansión de Memoria Memory Stick,"4,1",1.441,"38,99",Yes,No
254,"UFARID Nuez Madera Álbum de Fotos Caja Unidad Flash USB 16GB 32GB 64GB Fotografía Dispositivo de Almacenamiento de Bodas USB3.0 Memory Stick Personalizable (16GB, Walnut Wood)","4,4",10,"18,99",Yes,No
255,"Unidad Memoria Flash USB 3.0 64 GB Memoria Lápiz Drive OTG PHICOOL [4 en 1] con Type C Conector USB Mirco Expansión de Memoria para iPhone, iPad, Android, PC - Negro","4,2",1.112,"35,99",Yes,No
256,"SRVR - Memoria USB de 16 GB, 3 unidades de memoria USB, multicolor","4,4",117,"21,95",Yes,No
257,"OTG - Memoria USB 3 en 1 (32 GB, 64 GB, 128 GB, 256 GB, USB 2.0, pendrives i-Flash para iPhone 7, 7 Plus, 5, 5S, 5C, 6, 6S Plus, iPad (128 GB)","4,0",17,"14,40",Yes,No
258,"TPSON 16GB Memorias USB 5 Piezas Mini USB Stick Metal Pendrive 16GB Memoria Flash con Colgante Almacenamiento de Datos Externo, Oro","4,2",29,"19,99",Yes,No
259,"YZPUSI USB 3.0 32 GB Pendrive, 2 en 1 32 GB USB 3.0 OTG Memoria USB Flash Drive Stick Conector para iPone Pad","3,9",192,"16,99",Yes,No
260,Pintalabios 16 GB - Lipstick - Memoria Almacenamiento de Datos – USB Flash Pen Drive Memory Stick - Rosa y Oro,"4,8",14,"13,99",Yes,No
261,lokentoken USB 3.0 Memoria Stick de 2 en 1 Android Smartphone/Tablet kompatibal,"3,8",12,"24,79",Yes,No
262,10 Piezas Pendrive 16GB Colores – JUYUKEJI Pack 10 Originales Pen Drive Memoria USB Flash Drive (16GB*10),"3,9",57,"33,99",Yes,No
263,"YANODA Symulacja Samochodu 64GB USB Mini Kreatywny Cooper Samochody Modelu USB 3.0 Flash Stick Stick Pen Drive 16GB 32G 64GB (Capacity : 32GB, Color : Mini (Blue))",,,"20,91",No,No
264,"32GB Memorias USB 5 Piezas Metal PenDrives Pen Drive 32 GB Portátil Unidad Flash USB 2.0, Negro","4,5",81,"20,99",Yes,No
265,"Morias USB 64 GB,5 Piezas PenDrives Memoria Flash USB 2.0 JUYUKEJI Mini Unidad Flash Unidad de Memoria USB Resistente al Agua con Carcasa de Metal, Plateada (64GB * 5)","4,3",218,"24,99",Yes,No
266,"5 Piezas Memoria USB 32 GB Mini Pen Drive 32GB Metal U Disk USB Flash Drive para Computadoras, Tabletas Almacenamiento de Datos (Negro)","4,5",28,"22,99",Yes,No
267,"deleyCON 0,5m USB 3.0 Super Speed Cable de Datos - USB A (Macho) a USB A (Macho) Velocidades de Transferencia de hasta 5 Gbit/s 0,5m Nero","4,6",1.245,"7,65",Yes,No
268,"3.0 SD Lector de Tarjetas, 4 en 1 Micro Claves Lector Compatible con iPhone/Computadora/Android/Tipo-C, Almacenamiento en Unidad Flash USB para Videos/Imágenes/Música/Documentos 64GB","4,3",4,"23,99",Yes,No
269,"iStorage datAshur Personal2 USB3 16GB - Memoria USB (16 GB, USB 3.0 (3.1 Gen 1), Tipo A, 116 MB/s, Tapa, Negro)","4,6",47,"59,00",Yes,No
270,"Memoria USB 32GB, SAWAKE Flash Drive USB 3.0, Mini Pendrive LED Multicolor Brillando, Memory Stick Portátil con Cuerda para Windows 7/8/10/Vista/XP/unix/2000/ME Linux","4,0",1.726,"13,99",Yes,No
271,Llave USB 16 GB Madera Forma de corazón Llave USB 2.0 de Alta Velocidad Ultra Llaves USB 2.0 Flash Drive Memoria Stick Stitch Beige Marron 16Go,"4,5",2,"7,11",Yes,No
272,"Llave USB 16 GB Minnie Mouse - Memoria Flash Drive 2.0 Original Disney, Tribe FD019502","4,5",1.028,"17,62",Yes,No
273,"PNY Pro Elite Memoria Flash USB 3.0 - 256 GB, Velocidad de Lectura hasta 400MB/s, Metal","4,5",834,"69,55",Yes,No
274,"Boda USB 16 GB Flash Drive ""You & Me""","4,7",31,"15,95",Yes,No
275,"16GB Mini Memorias USB 5 Piezas PenDrives - 16 GB Portátil Unidad Flash USB 2.0 Flash Drive Memoria Stick para Computadoras, Tabletas y Otros Dispositivos (Oro)","3,5",25,"19,99",Yes,No
276,"Memoria USB Tipo C 64GB 3.0 Pendrive USB C OTG Pen USB Dual Flash Drive Type C Pen Drive Doble Entrada para Android Algunos Dispositivos de Huawei, Xiaomi, Samsung Móviles, MacBook, PC","4,3",6,"14,99",Yes,No
277,Kepmem 5 Piezas Memoria USB 16 GB Mini Metal Forma Llave USB Pendrive (Color Mezclado),"4,1",89,"21,55",Yes,No
278,"Apricorn ask3 – 16 GB SecureKey Flash S de USB 3.0, 16 GB","4,3",148,"156,80",Yes,No
279,"picK-me Unidad Flash USB C, Unidad Flash USB 3.0 2 en 1, Unidad de Memoria USB Dual de Alta Velocidad, para teléfonos Inteligentes Android y Nuevas tabletas MacBook con Type-c Interfaz (16GB Negro)",,,"16,73",No,No
280,Tienda 818 no770006 USB Stick Mono chimpancé Camiseta de 3D Rojo Rojo Rojo 16GB USB 3.0,"5,0",4,"15,98",Yes,No
281,"3.0 SD Lector de Tarjetas, 4 en 1 Micro Claves Lector Compatible con iPhone/Computadora/Android/Tipo-C, Almacenamiento en Unidad Flash USB para Videos/Imágenes/Música/Documentos 32GB","5,0",1,"16,99",Yes,No
282,Beken 5 pcs Niza diseño Giratorio Nuevo USB Flash Drive Memory Stick Fold Pulgar Almacenamiento Stick Pen Negro 16GB/3.0,"5,0",1,"35,45",Yes,No
283,"SunData Memorias USB 32GB Pen Drive USB 3.0 Flash Drive Diseño Giratorio Almacenamiento de Datos hasta 90MB/s, (Paquete Individual: Verde)","4,3",175,"8,99",Yes,No
284,"Memoria Flash USB2.0,Tarjeta de Memoria Unidad Flash USB LED Pen Drive 8gb 16gb 32gb 64gb 128gb (64gb, Plata)","3,4",5,"18,99",Yes,No
285,UFARID Memoria USB Flash Drive Pendrive USB 3.0 Impermeable Almacenamiento Externo -y hasta 100 MB/s (16GB),,,"12,88",No,No
286,"OTGMemoria USB 2.0, Colourstone 32GB Pendrive del Puerto Dual Compatible con Samsung Huawei Smartphones y Tablets Memoria Externa, Morado","4,2",828,"8,99",Yes,No
287,"Llave USB 16 GB Darth Vader - Memoria Flash Drive 2.0 Original Star Wars, Tribe FD007501","4,5",2.749,"18,76",Yes,No
288,"5 Piezas 16GB Memorias USB Mini Pendrives USB 2.0 Flash Drive Almacenamiento de Datos Externo con Llavero Colgante para Computadoras, Tabletas (16GB, Plata )","3,7",30,"17,99",Yes,No
289,"Kingston DT50/32GB Memoria Usb de 32 Gb, Rojo","4,2",2.243,"11,03",Yes,No
290,"Aneew - Memoria USB de 16 GB, pendrive con diseño de piano 16 gb Barra de chocolate","4,4",136,"9,99",Yes,No
291,"picK-me Unidad Flash USB C, Unidad Flash USB 3.0 2 en 1, Unidad de Memoria USB Dual de Alta Velocidad, para tabletas con teléfonos Inteligentes Android y Nuevas MacBooks con Type-C Función (64 G)",,,"24,73",No,No
292,"Morias USB 64 GB,5 Piezas PenDrives Memoria Flash USB 2.0 JUYUKEJI Mini Unidad Flash Unidad de Memoria USB Resistente al Agua con Carcasa de Metal, Plateada (64GB * 5)","4,3",218,"24,99",Yes,No
293,16 GB Memory Stick 10 unidades VIEKUU USB Flash Drive 16 GB Diseño Giratorio Memory Stick Fold Storage (10 paquetes multicolor),"4,4",20,"35,10",Yes,No
294,"Garrulax Memoria USB, Pendive USB 2.0, Premium Madera Maciza Rotación 8GB / 16GB / 32GB Alta Velocidad Memorias Pen Drive con Caja de Madera","4,5",305,"11,99",Yes,No
295,"Shiro Enterprise USB Flash Drive 3.0 Wood Vintage Edition con Caja de Madera (16GB, Bambú Brillante)",,,"22,54",No,No
296,LEELNG Pendrive para iPhone Memoria USB 32GB y iPad Android Computadoras Laptops Flash Drive Expansión (Negro),"3,9",2.669,"15,19",Yes,No
297,"Pendrives 3.0 16 GB 5 Piezas Memorias USB, Metal Pen Drives 16GB Girar Flash Drive, Kepmem Portátil USB3.0 Memoria Externo Stick para computadora, Verde","4,0",74,"26,99",Yes,No
298,"Licyley 256GB Pendrive para iPhone Android Memoria USB 3 en 1 OTG Touch ID Pen Drive Mini Flash Drive USB 3.0 Expansión para iPhone, iPad, Computadoras,Portátil -Negro","5,0",25,"29,98",Yes,No
299,"Unidad flash USB de madera Memory Stick pulgar disco Pen Drive almacenamiento de datos con caja de madera (3.0 16GB, madera de nogal)",,,"11,52",No,No
300,"32GB Mini Memorias USB 5 Piezas PenDrives - 32 GB Portátil Unidad Flash USB 2.0 Flash Drive Memoria Stick para Computadoras, Tabletas y Otros Dispositivos (Oro)","4,3",70,"22,99",Yes,No
301,"Licyley 256GB Pendrive para iPhone Android Memoria USB 3 en 1 OTG Touch ID Pen Drive Mini Flash Drive USB 3.0 Expansión para iPhone, iPad, Computadoras,Portátil -Negro","5,0",25,"29,98",Yes,No
302,"Memoria USB de 32 GB, Paquete de 3 Unidades, Unidad Flash USB Memory Stick con Patrón Tijeras Lindo, Regalo para Estudiantes y Niños","4,5",145,"21,98",Yes,No
303,5 unidades de memoria USB de madera para almacenamiento de datos marrón maple 3.0 16GB,,,"39,25",No,No
304,"128GB Memoria USB 3.0, BorlterClamp Unidad Flash USB de Puerto Doble - USB 3.0 y Puerto Micro USB, OTG Memory Stick Pendrive para Smartphones, Tabletas y Computadoras (Morado)","4,1",6,"27,98",Yes,No
305,"SanDisk Ultra Dual Drive Go para Dispositivos con USB Type-C, 64 GB, Negro","4,5",3.702,"18,99",Yes,No
