,Description,Stars,Reviews,Price,Amazon prime,Best seller
177,WEWILL Oxímetro de Dedo con Pantalla LCD Pulsioxímetro de Pulso para Medición de SpO2 con Alarma,"4,1",39,"18,99",Yes,No
178,"ToySdeal Filtro_5 Capas_protcción_FFP, 2/100/50/30 Piezas Adulto",,,"10,96",No,No
179,"Mascarilla FFP2 CE 0598 WottoCare, Mascarilla de Protección Personal. 5 capas. Mascara KN95 Alta Eficiencia Filtración, Caja 20 Unidades CE 0598 + Normativa GB2626-2006","4,3",689,"34,90",Yes,Yes
180,"Mascarilla Higienica WottoCare, 50 uds/caja, 3 Capas/BFE ≥ 95% Mascarilla Facial de Filtración Material Filtro y non-woven, Mascara Certificada/Homologada","4,1",1.229,"13,20",Yes,Yes
181,TBOC Mascarilla Higiénica No Reutilizable - [Pack 30 Unidades] Máscara 3 Capas [Amarillo] Ligera Suave y Transpirable [Desechables] con Pinza Nasal Protección Facial [Alta Filtración],,,"12,99",No,No
182,Facemask Scarf 2020top Maska Mascarilla desechable Denta Industrial 3ply Ear Loop Masque 200pcs,,,"27,00",No,No
183,Bllueink - 2 Máscarillas de Adulto Comunitárias Lavables Nivel 3 Certificadas con 20 filtros con Gancho Salva orejas (MF7),"4,0",72,"10,90",Yes,No
184,"Filtros de carbón activado de 5 capas, PM2.5, 50 unidades","4,6",518,"12,00",Yes,No
185,"30 Cordón Correa de Cuello de Cubierta de Cara Portátil Ajustable Soporte de Hebillas de Cubierta Facial Clips Soporte Flexibles de Babero de Alivio de Oído Cordón de Sombrero de Pescador, 3 Colores","4,3",42,"16,99",Yes,No
186,Máscaras Ffp2 Certificación CE 5 Capas Máscara Ffp2 Filtros 95% a través de Las Orejas sin válvula Paquete de 20 Piezas,"4,3",57,"22,99",Yes,No
187,"50 Piezas Niños Protección mαsks Estilo de Tema de Navidad Desechables Niños_Masks_Mascarilla, Transpirable y Confortable Bufanda para Hombres y Mujeres - Con 5 Patrones Diferentes Impresos",,,"8,42",No,No
188,KNOCKY 6 Piezas Salvaorejas de Silicona para Mascarillas - Protector de Orejas y Enganches Soportes para Mascarillas - Sujeta Mascarillas con Adaptador Ajustable de 3 Ganchos.,"4,5",35,"5,99",Yes,Yes
189,"Salvaorejas Mascarillas Extensor, Protectores de Orejas, Extender Ganchos para Máscara,Soporte de Gancho de Correa de Oreja Elástica Niños/Adultos (6+4 PCS)","5,0",9,"7,99",Yes,No
190,"Honmao 100 unidades, púrpura y rosa, orejas colgantes, cobertura, adecuado para diferentes emociones, diversión, fácil de respirar, necesidades diarias","4,0",18,"8,55",Yes,No
191,"Mascarilla FFP2, Desechable,CE NB2163, 5 Capas (20 Unidades)","4,8",14,"29,90",Yes,No
192,"Mascarillas FFP2, Mascarillas Desechables Con Orejeras, 96% De Filtración Multicapa, Mascarillas KN95, Talla única, Paquete De 10","3,5",120,,No,No
193,Cencibel Smart Casual Mascarilla Bandera España Pequeña y Gomas Laterales Rojas,"4,2",86,"15,00",Yes,No
194,"KALLPA® 5 filtros para mascarillas APROBADOS POR LABORATORIO - REUTILIZABLES - fabricados en ESPAÑA - hidrófobo, antiestático y antibacteriano - ENVÍOS EN 24H","4,2",68,"3,75",Yes,No
195,"12 pieza Reutilizable Lavable transpirable, ajustable, negro, adulto, 5 * negro,3 * blanco,2 * rosa,1 * gris,1 * azul","2,8",8,"14,99",Yes,No
196,100 unidades PM2.5 Filtros de carbón activado 5 capas reemplazables de papel de filtro antiniebla,"4,6",59,"19,68",Yes,No
197,"Inserto de Filtro de carbón Activado PM 2.5 de 60 Piezas para niños, Papel de Filtro Protector reemplazable para niños con 5 Capas, Filtro + Pieza de Almacenamiento + Gancho Ajustable + cordón","3,7",31,"12,99",Yes,No
198,Mascarillas Higiénicas No Reutilizables - Niños - 50 Unidades - Colores Surtidos,"3,8",18,"19,99",Yes,No
199,Mascarilla quirúrgica tipo I (> 95% de filtración) - 50 piezas (5 bolsas de 10 piezas) - Express,"4,5",42,"11,99",Yes,No
200,"Mascarillas FFP2 de 5 capas 10 uds color blanco, Homologada tipo III, fabricadas en España CE 2797 - Technoair",,,"23,47",No,Yes
201,Pack Mascarillas de Tela Reutilizable Homologadas - Infantil Rojo/Negro/Azul,"4,3",31,"19,99",Yes,No
202,"Mascarillas Higiénicas Desechables de Un Sólo Uso, 3 capas 50 unidades (Rosa)","4,5",151,"19,99",Yes,No
203,𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚 Buff con Filtro Varios Modelos | Fabricada en Alemania | Envio RAPIDO 48H,"3,3",14,"24,95",Yes,No
204,Caja de 20 ud Mascarilla ffp2 de colores con marcado CE según Norma Europea EN 149:2001+A1:2009 (20 ud Gris),,,"29,80",No,No
205,"5 protectores a la moda ΜαscariΙΙas, 𝐌𝐚𝐬𝐜𝐡𝐞𝐫𝐞 lavables y reutilizables, de algodón, transpirables, para exteriores, unisex, 10 filtros de carbón activado reemplazables","4,4",696,"15,99",Yes,No
206,Protección desechable Máscara facial Cubierta facial transpirable Industrial 3ply A prueba de polvo Loop Topmask Mascarillas 150PCS (guantes desechables gratis),,,"27,00",No,No
207,"Mascarilla FFP2 CE 0598 WottoCare, Mascarilla de Protección Personal. 5 capas. Mascara KN95 Alta Eficiencia Filtración, Caja 20 Unidades CE 0598 + Normativa GB2626-2006","4,3",689,"34,90",Yes,Yes
208,Se Envía Desde España 50 Unidades Protección Facial Desechable,"3,3",327,"11,99",Yes,No
209,Pack 3 Mascarillas reutilizables y lavables hasta 50 veces de tela homologada (L),,,"17,99",No,No
210,Soporte de Mascarilla 3D con Botones a Presión - Marco de Soporte Interno para Mascarilla - Más Espacio para Una Respiración Cómoda Proteja El lápiz Labial Lavable Reutilizable (Adulto) 5 pcs,"3,0",1,"9,79",Yes,No
211,"100 Piezas 5mm Cuerda Elastica, Plana Cintas elásticas para Costura y Manualidades DIY Cordon, Cordón Goma Elástico Bandas con Tiras de Aluminio para la Nariz y Hebilla Ajustable(Negro)","4,8",39,"8,99",Yes,No
212,"GXZOCK Reutilizables Cara Lavables, Algodón facial Unisex para Hombre y Mujer para Interiores y Exteriores, Negro,(Black- 6piezas)","4,0",19,"9,99",Yes,No
213,Normaluz RD25626 - Señal Adhesiva Es Obligatorio El Uso de Mascarilla Adhesivo de Vinilo 15x20 cm,"4,4",52,"1,40",Yes,No
214,15 piezas Deportivas Lavables Cortavientos Antipolvo y Parcialmente Resistente al Polvo para Vehículos Eléctricos de Motocicleta,"2,1",4,"9,99",Yes,No
215,"Extensores para mascarillas, 10X extensores de silicona, extensor mascarilla silicona, salvaorejas para mascarilla, agarre de mascarilla, extensores mascarillas.","4,1",29,"8,99",Yes,No
216,Sasstaids Care_Mascarilla_Desechable Multicolor 50PC para Hombres Y Mujeres Adultos,"5,0",2,"6,79",Yes,No
217,Mascarilla ffp2 con marcado CE según Norma Europea EN 149:2001+A1:2009 (20 ud Negro),,,"17,84",No,No
218,"Ni_ka 100 piezas negras desechables, antipolvo transpirable industrial Copa de salud faciales","4,2",82,"14,98",Yes,No
219,"Ask Spain - Aegis Neoprene Mask - mascarilla Kpop Mask - Stock en España Envío inmediato - Microfibra y spandex Creora® - Reutilizable y lavable (M, Negro)","3,2",16,"5,00",Yes,No
220,"Mascarilla FFP2 Negra Paquete 10 unidades + 1 Porta𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬, Homologadas CE envio desde ESPAÑA",,,"22,89",No,No
221,KUMUNDO - Mascarilla higiénica reutilizable certificada para 30 lavados - UNE0065 -Colores Lisos Hombres - Talla L (Naranja),"3,0",4,"11,90",Yes,No
222,Mascarilla higiénica Reutilizable 20 lavados Homologada y Certificada por AENOR UNE 0065/2020 Fabricada en España - 5 unidades,"3,7",25,"17,99",Yes,No
223,"9 piezas de deporte Fashion unisex antipolvo, reutilizables y lavables para correr","2,9",4,,No,No
224,Mascarilla de Tela Reutilizable - Calavera Halloween,"5,0",8,"14,99",Yes,No
225,CENTELLA NEBLAK Mascarilla higiénica Reutilizable para adultos,"3,8",11,"7,95",Yes,No
226,"15 pieza Reutilizable Lavable negro, adulto, niños, mujer, hombre","3,6",49,"16,99",Yes,No
227,"12 unidades reutilizables y lavables, transpirables ajustables, 5 negros, 3 blancos, 2 rojos; 1 gris, 1 azul.",,,"14,99",No,No
228,Mascarilla deportiva negra tejido 3D homologada reutilizable producto español,"5,0",2,"14,90",Yes,No
229,Mascarilla FFP2 Homologada Certificado CE 2834-5 capas - Caja Expositor 50 Unidades COLOR NEGRO + 5 ud. llaveros de gel hidroalcohólico.…,,,"39,98",No,No
230,"KALLPA® 50 filtros para mascarillas APROBADOS POR LABORATORIO - REUTILIZABLES - fabricados en ESPAÑA - hidrófobo, antiestático y antibacteriano - ENVÍOS EN 24H","4,4",836,"18,05",Yes,No
231,"Facial Cubierta NASUM, Facial Cubierta Protectora, con Gafas Fijas / 2x Cubierta de Plástico / 2x Filtro de Algodón, Facial Cubierta de Polvo Reutilizable / Partículas / Vapor / Gas para Pulverización","4,4",1.034,"17,84",Yes,No
232,"Extensor de Correa de Mascarilla de Silicona,5Pcs Extensor de Máscara Antideslizante Ajustable, Anti-Apriete Protector de Oreja Suave,Soporte de Gancho de Correa de Oreja Elástica Niños/Adultos,Negro","4,1",893,"8,99",Yes,No
233,"L'Oreal Paris Dermo Expertise - Arcillas puras mascarilla purificante y matificante, color verde - total 50 ml","4,5",1.593,"7,95",Yes,Yes
234,Mascarillas ANNEW Mascarilla FFP2 Mascarilla Protectora de Filtración de 5 Capas Mascarilla Certificada CE para Adultos,"3,8",18,"29,90",Yes,No
235,"Caja Porta Mascarillas, para Mantenerla Limpia e Higiénica, cierra hermética, hecha en silicona. (Azul)","4,1",85,"7,90",Yes,No
236,WEWILL Oxímetro de Dedo con Pantalla LCD Pulsioxímetro de Pulso para Medición de SpO2 con Alarma,"4,1",39,"18,99",Yes,No
237,"12 unidades reutilizables y lavables, color negro","3,3",33,"15,99",Yes,No
238,Mascarilla Protectora FFP2 NR INNOVAIR - 10 Unidades - Fabricación 100% Española CE 2797-5 capas (50 ud Negro EXPOSITOR),"3,5",57,"88,00",Yes,No
239,"ToySdeal Filtro_5 Capas_protcción_FFP, 2/100/50/30 Piezas Adulto",,,"10,96",No,No
240,"12 unidades reutilizables y lavables, color negro","3,3",33,"15,99",Yes,No
241,"12 pieza Reutilizable Lavable transpirable, ajustable, negro, adulto, 5 * negro,3 * blanco,2 * rosa,1 * gris,1 * azul","2,8",8,"14,99",Yes,No
242,3 piezas con 6 piezas PM2.5 filtros Negro,"5,0",6,"15,99",Yes,No
243,3 unidades con 6 filtros PM2.5 Negro Adultos Niños,"4,7",44,"15,99",Yes,No
244,"riou 10/20/30/50 Piezas Niños Protección Desechable Transpirables, infantil de Dibujos Animados 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 para Actividades al Aire Libre, Escuela, Fiesta",,,"5,99",No,No
245,"Mascarillas FFP2 Adultos, Desechables, 5 Capas, Color Blanco (10 UNIDADES)",,,"17,50",No,No
246,Mascarilla Higiénica Reutilizable para adultos Eficacia de filtración bacteriana Estuche portamascarilla Gratis (Blanca),"3,5",22,"6,99",Yes,No
247,"30 Cordón Correa de Cuello de Cubierta de Cara Portátil Ajustable Soporte de Hebillas de Cubierta Facial Clips Soporte Flexibles de Babero de Alivio de Oído Cordón de Sombrero de Pescador, 3 Colores","4,3",42,"16,99",Yes,No
248,Airnatech Antiviral Mascarilla Higiénica Plus Negra - Protección Bidireccional - 5 Unidades - Fabricada en España - Homologada y Certificada por AENOR y AITEX - Reutilizable hasta 20 lavados,"3,5",24,"12,50",Yes,No
249,"Garnier Fructis Liso & Brillo Mascarilla Capilar Fortificante que Alisa y Nutre, con Keratina Vegetal Líquida y Aceite de Argán - 300 ml","4,4",13,"3,85",Yes,No
250,"Dioxide Juego de 500 cierres de cordón de silicona para cordones, ajustador de cordón elástico antideslizante, hebilla de ajuste elástico redondo con cordón suave","4,5",77,"7,99",Yes,Yes
251,Mascarillas Higiénicas 3 Capas Adultos 30 Unidades [C-6A] (c-4),"5,0",2,"12,99",Yes,No
252,KNOCKY 10 Piezas Salvaorejas de Silicona para Mascarillas - Protector de Orejas y Enganches Soportes para Mascarillas - Sujeta Mascarillas con Adaptador Ajustable de 3 Ganchos,"4,6",21,"9,99",Yes,No
253,"MegaPack de 20 Protectores de Orejas, Salvaorejas, Sujeta Mascarillas ó Enganche para Mascarillas - Nuevo Diseño UltraLigero y Ancho Único en el Mercado - Despídete del Dolor en las Orejas","3,7",727,"9,75",Yes,No
254,"EXCEART 12 Piezas de Longitud Ajustable Face_Mask Máscaras Cadena Titular Máscara Correa de Cordón con Cierre de Seguridad para Mujeres Hombres Niños Adultos,Color Aleatorio","4,0",159,"8,69",Yes,Yes
255,"LETOUR 4 Piezas Portátil de Almacenamiento de mascarillas, Caja de Almacenamiento de mascarillas, Antipolvo para la prevención de la contaminación de mascarillas",,,"12,99",No,No
256,Fructis Mascarilla Intensiva 3 in 1 para Cabello Seco y Rebelde con Macadamia - 390 ml,"3,9",85,"4,49",Yes,No
257,"6 PCS Salvaorejas Mascarillas Extensor, Protectores de Orejas, Sujeta Mascarillas ó Enganche para Mascarillas, Extender Ganchos para Máscara, Despídete del Dolor en las Orejas","4,1",134,"8,99",Yes,Yes
258,VIPAR DADA Colgante para mascarilla – Cordón – Correa,"4,4",3,"7,99",Yes,No
259,"Auifor 10/20/30/40/50/100 piezas Adulto Estampado de mariposas 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 Seguro Suave Protección personal diaria, Desechables de Filtro de 3 Capasn Elásticos","5,0",1,"4,68",Yes,No
260,15 piezas Deportivas Lavables Cortavientos Antipolvo y Parcialmente Resistente al Polvo para Vehículos Eléctricos de Motocicleta,"2,1",4,"9,99",Yes,No
261,DERMIK - Mascarilla Protección Respiratoria FFP2 NR. Filtración 94%. Adultos. Certificado CE. Envío desde España (Caja con 25 Máscaras),"5,0",5,"31,95",Yes,No
262,"50PCS Adulto Cara_𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 Desechables de Navidad Transpirables con Elástico para Los Oídos para Deportes Al Aire Libre, Escuelas, Oficinas Lonshell","3,3",3,"5,19",Yes,No
263,Mascarillas FFP2 NR Respiratorias Desechables - Certificado Europeo CE 2163 (Bolsa de 5 Mascarillas FFP2),,,"14,89",No,No
264,"Mascarilla Higienica WottoCare, 50 uds/caja, 3 Capas/BFE ≥ 95% Mascarilla Facial de Filtración Material Filtro y non-woven, Mascara Certificada/Homologada","4,1",1.229,"13,20",Yes,Yes
265,TBOC Mascarilla Higiénica No Reutilizable - [Pack 30 Unidades] Máscara 3 Capas [Amarillo] Ligera Suave y Transpirable [Desechables] con Pinza Nasal Protección Facial [Alta Filtración],,,"12,99",No,No
266,Facemask Scarf 2020top Maska Mascarilla desechable Denta Industrial 3ply Ear Loop Masque 200pcs,,,"27,00",No,No
267,Caja de 20 ud Mascarilla ffp2 de colores con marcado CE según Norma Europea EN 149:2001+A1:2009 (20 ud Rosa),,,"29,80",No,No
268,"Mascarillas FFP2 Adultos, Desechables, 5 Capas (C-2 20 Unidades)","1,0",1,"35,00",Yes,No
269,Mascarilla de Tela Reutilizable - Bandera de España Blanca,,,"14,99",No,No
270,Mascarilla higienica estampada. Harry Potter fondo blanco. Tela Homologada con los requisitos de la norma UNE0065:2020.,,,"9,99",No,No
271,"10 PCS Salvaorejas Mascarillas Extensor, Protectores de Orejas, Sujeta Mascarillas ó Enganche para Mascarillas, Extender Ganchos para Máscara, Despídete del Dolor en las Orejas","4,0",411,"7,99",Yes,No
272,Mascarilla de Tela Reutilizable - Bandera de España Azul,,,"14,99",No,No
273,"Schwarzkopf Professional BONACURE Peptide Repair Rescue, Mascarilla Nutritiva Intensa, 750ml","4,5",515,"13,95",Yes,No
274,ZCENTER Caja de mascarillas Almacenamiento de máscaras Desechables Funda mascarilla Caja de Máscara de Plástico Estuches de Almacenaje de Plástico Portátiles con Tapas Estuche para mascarillas 【4pcs】,"4,3",9,"5,99",Yes,No
275,Fantaotao 6 Piezas usable en Interiores y Exteriores (6pcs Negro),"1,9",50,"3,43",Yes,No
276,"120 tiras de aluminio para la nariz, puente para mascarillas, 90 mm, adhesivas, metálicas y planas, para costura","4,2",27,"6,99",Yes,No
277,"1Mascarilla Niño 3-12 años Patrulla Canina Chase Homologada con 74 Lavados certificados. Reutilizable lavable, triple capa, clip nasal, bolsillo interior y 2 filtros TNT. Ajuste Orejas",,,"9,99",No,No
278,"10 Piezas Niños Protección Desechable Transpirables, infantil de Navidad Dibujos Animados 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 para Actividades al Aire Libre, Escuela",,,,No,No
279,"Una Mascarillas reutilizables homologadas, Antibacterias de Iones de plata, Higiénica tela color negro, Lavable, certificado internacional Intertek (Negro/1 und)","4,1",7,"9,90",Yes,No
280,"MAGIC SELECT 4xEstuche para mascarillas con 4MASCARAS DE Regalo/Caja para mascarillas (Multicolor, 4 Unidades) Rosa,Verde,Azul,Blanco Caja organizadora","3,6",227,"5,94",Yes,No
281,"Mascarilla KN95 de 4 capas, Filtración 95% (Paquete de 10 unidades)","4,0",7,"12,50",Yes,No
282,Pantalla Protección Facial Sonaprotec - Protector Facial Antivaho. Talla Niños y Adultos. Visera Protectora para la Cara Face Shield Fabricadas en España - Talla Mediana - Pack 1,"4,2",392,"5,45",Yes,Yes
283,"Impresión Navideña 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 Reutilizables 5 Piezas Adultos Protección Transpirables, Para Adultos 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 para Actividades al Aire Libre, Escuela (B)",,,"9,99",No,No
284,"Pantene Pro-V Superalimento Fuerza&Cuerpo, Mascarilla Capilar de Queratina para Pelo Dañado y Frágil, 300 ml","4,6",292,"3,50",Yes,No
285,Damonday Protección 3 Capas con Elástico para Los Oídos Pack 10-100 unidades Púrpura 20200829A (200 PCS Azul),,,"11,55",No,No
286,Naturitas Salva Orejas Pack 5 Unidades,"3,7",818,"4,19",Yes,No
287,𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 Desechables Dibujos Transpirable Adultos Mujer Hombre Animados Impresos Lindos AC78,"5,0",2,"8,49",Yes,No
288,Salvaorejas para Mascarillas (7 + 2 pcs) de plástico para niños y adultos. Sujeta mascarillas extensor protector de orejas extensible. Enganches para Mascarillas con 2ud Guarda Mascarillas de Regalo,"4,5",19,"5,95",Yes,No
289,"Aussie 3 Minute Miracle Reconstructor Tratamiento Intensivo, su Fórmula Reparadora Intensiva Suaviza y Revitaliza - 250 ml","4,4",273,"4,99",Yes,No
290,"60 filtros de carbón activado, 5 capas exactas de filtro reemplazable, PM2.5 antivaho","4,6",501,"13,98",Yes,No
291,"MrToms Moda 3PC 𝙢𝙖𝙨𝙘𝙖𝙧𝙞𝙡𝙡𝙖 con 6 𝙁𝙞𝙡𝙩𝙧𝙤 para Mujer y Hombre, Antipolvo Algodon Tela de Lavables y Reutilizable, con Orejeras Ajustables (Negro+Gris+Navy)","4,2",88,"3,97",Yes,No
292,"1PC Bandanas de Lentejuelas,Lavable Reutilizable Bandanas Faciales y Bucales con Gancho Ajustable, Polvo Anti-neblina para Mujer y Hombre (Negro)","5,0",1,"2,99",Yes,No
293,"Rpanle 5 Piezas Puente Nasal Antivaho, Puente Nasal de Silicona Reutilizable, Tira de Protección de Silicona con Marco de Soporte Interior, para Evitar Que Las Gafas de Ojos Se Empañen (Multicolores)","3,5",15,"11,99",Yes,No
294,È Pura - Mascarilla de Cuidado para Rizos - Tratamiento Profesional Intensivo para Cabellos Naturales Rizados y con Permanente - 300 ml,"5,0",6,"19,99",Yes,No
295,Mascarilla de Tela Homologada Reutilizable - Fuck Covid,"4,5",53,"13,99",Yes,No
296,WEWILL Oxímetro de Dedo con Pantalla LCD Pulsioxímetro de Pulso para Medición de SpO2 con Alarma,"4,1",39,"18,99",Yes,No
297,Bllueink - 2 Máscarillas de Adulto Comunitárias Lavables Nivel 3 Certificadas con 20 filtros con Gancho Salva orejas (MF7),"4,0",72,"10,90",Yes,No
298,"5 protectores a la moda ΜαscariΙΙas, 𝐌𝐚𝐬𝐜𝐡𝐞𝐫𝐞 lavables y reutilizables, de algodón, transpirables, para exteriores, unisex, 10 filtros de carbón activado reemplazables","4,4",696,"15,99",Yes,No
299,Mascarilla Protectora FFP2 NR INNOVAIR - 10 Unidades - Fabricación 100% Española CE 2797-5 capas (50 ud Negro EXPOSITOR),"3,5",57,"88,00",Yes,No
300,"12 unidades reutilizables y lavables, color negro","3,3",33,"15,99",Yes,No
301,"12 pieza Reutilizable Lavable transpirable, ajustable, negro, adulto, 5 * negro,3 * blanco,2 * rosa,1 * gris,1 * azul","2,8",8,"14,99",Yes,No
302,Homedics Mascarillas Médicas Desechables – Pack 50 unidades - 3 Capas Transpirables con Elástico para Los Oídos – Mascarillas IIR homologadas CE,"3,9",225,"19,99",Yes,No
303,3 piezas con 6 piezas PM2.5 filtros Negro,"5,0",6,"15,99",Yes,No
304,"EXCEART 12 Piezas de Longitud Ajustable Face_Mask Máscaras Cadena Titular Máscara Correa de Cordón con Cierre de Seguridad para Mujeres Hombres Niños Adultos,Color Aleatorio","4,0",159,"8,69",Yes,Yes
305,"Pantene Repara Y Protege, Mascarilla Pelo Seco Y Dañado, Tratamiento Reconstructor De Keratina, 3 mascarillas de 300 ml","4,4",27,"10,50",Yes,No
306,"HDYZ 9 PCS Salvaorejas Mascarillas Extensor, Protectores de Orejas, Sujeta Mascarillas ó Enganche para Mascarillas, Extender Ganchos para Máscara, Despídete del Dolor en las Orejas","3,9",166,,No,No
307,"Pantene Suave & Liso Mascarilla, Protege para Conseguir un Pelo Liso y Sedoso - 300 ml","4,4",43,"3,94",Yes,No
308,"10 PCS Salvaorejas Mascarillas Extensor, Protectores de Orejas, Sujeta Mascarillas ó Enganche para Mascarillas, Extender Ganchos para Máscara, Despídete del Dolor en las Orejas","4,0",411,"7,99",Yes,No
309,"Casol 4 capas de filtrado, negro, cómodo y transpirable para exteriores e interiores.","5,0",2,"7,49",Yes,Yes
310,"Mascarillas FFP2 Adultos, Desechables, 5 Capas, 20 Unidades","5,0",1,"29,99",Yes,No
311,Gliss - Mascarilla Liso Asiático - 300ml - Schwarzkopf,"4,3",67,"3,50",Yes,No
312,6PC Unisex 𝗠𝗮𝘀𝗰𝗮𝗿𝗶𝗹𝗹𝗮𝘀 Reutilizables con Válvula Negras Anti-Polvo Algodón,,,"4,99",No,No
313,"Funda para mascarilla Plegable 4uds 19x10,5cm, Impermeable con Cierre hermético, diseño Personalizado, para Bolso Bolsillo Coche, Set de 4 Colores Azul, Amarilla, Blanca y Rosa (Pack de 4 uds)","4,3",19,"5,99",Yes,No
314,Ousyaah Caja de Almacenamiento Portátil para Mascarillas Desechables para Niños Caja de Limpieza a Prueba de Polvo y Humedad Clip de Almacenamiento,"4,1",75,"3,99",Yes,No
315,Máscaras Ffp2 Certificación CE 5 capas Máscara Ffp2 Filtros 95% a través de las orejas sin válvula Paquete de 20 piezas,"3,9",3,"22,99",Yes,No
316,"My Other Me-Mascarilla, Multicolor (231902)","5,0",1,"10,40",Yes,No
317,"Damonday Protección 3 Capas con Elástico para Los Oídos Pack 50/100/200 unidades Adulto Combinación Negro y Azul,20200805G (B 100 PCS)","2,7",60,"7,99",Yes,No
318,"Máscaras No Médicas, de Uso General, Desechable de 3 Capas (Paquete de 50 Piezas)","3,6",2.000,"21,99",Yes,No
319,Mascarilla higiénica reutilizable. HOMOLOGACIÓN UNE0065. Tecnología de última generación monocapa. 50 Lavados. Tamaño adulto.… (Calaveras graciosas),"5,0",2,"16,90",Yes,No
320,"50/100 unidades Unisex (100pcs, Blue2)","3,1",73,"5,20",Yes,No
321,20 Niños Desechables con Protección 3 Capas Transpirables con Elástico para Los Oídos Bolsa para actividades al aire libre,"3,5",24,"10,05",Yes,No
322,Mascarilla Higiénica Reutilizable para adultos Eficacia de filtración bacteriana Estuche portamascarilla Gratis (Blanca),"3,5",22,"6,99",Yes,No
323,"HELAFUN - 14 Piezas - 10 Salvaorejas, Extensores o Sujeta Mascarillas en azul y negro, adiós al dolor de orejas, incluye 4 fundas de bolsillo para guardar tu mascarilla de forma segura.","3,7",193,"7,69",Yes,No
324,TBOC Mascarilla Higiénica No Reutilizable - [Pack 30 Unidades] Máscara 3 Capas [Amarillo] Ligera Suave y Transpirable [Desechables] con Pinza Nasal Protección Facial [Alta Filtración],,,"12,99",No,No
325,"Mascarilla Higienica WottoCare, 50 uds/caja, 3 Capas/BFE ≥ 95% Mascarilla Facial de Filtración Material Filtro y non-woven, Mascara Certificada/Homologada","4,1",1.229,"13,20",Yes,Yes
326,Facemask Scarf 2020top Maska Mascarilla desechable Denta Industrial 3ply Ear Loop Masque 200pcs,,,"27,00",No,No
327,Caja de 20 ud Mascarilla ffp2 de colores con marcado CE según Norma Europea EN 149:2001+A1:2009 (20 ud Gris),,,"29,80",No,No
328,Mascarilla verde protectora homologada bandera de España 3 capas,"4,2",236,"12,90",Yes,No
329,80Pcs filtros pm2.5 reemplazables filtros de carbón activado,"4,5",43,"13,89",Yes,No
330,Mascarilla higiénica infantil homologada UNE 0065 niño 5-6-7 años con filtro fijo lavable_marca: Brissa España,"4,3",21,"12,00",Yes,No
331,"100PCS PM2.5, filtro de carbón activado protector reemplazable de 5 capas, antivaho, antibacteriano, antivaho, a prueba de polvo, papel de filtro externo, filtro de máscara","4,8",17,"5,68",Yes,No
332,"Garnier Fructis Liso & Brillo Mascarilla Capilar Fortificante que Alisa y Nutre, con Keratina Vegetal Líquida y Aceite de Argán - 300 ml","4,4",13,"3,85",Yes,No
333,"Mascarilla Protectora FFP2 NR INNOVAIR - Caja Expositor 50 Unidades - Fabricación 100% Española CE 2797-5 capas (50, Blanco)",,,"88,33",No,No
334,JB London Mascarillas desechables (50 unidades) | Cubierta facial transpirable (negro),"5,0",1,"12,00",Yes,No
335,"Mascarillas Higiénicas Desechables de Un Sólo Uso, No Uso Médico. 3 Capas (50 unidades)","4,3",59,"13,99",Yes,No
336,𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 Desechables Dibujos Transpirable Adultos Mujer Hombre Animados Impresos Lindos AC78,"5,0",2,"8,49",Yes,No
337,Se Envía desde España 100 Unidades Protección Facial Higiénica Negra,,,"22,99",No,No
338,3 Piezas Masks-Mascarillas Adultos LED Luminosa 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 con 3 ×Batería de botón，Luces brillante Navidad Impresiones Protección para Facial Deportes al Aire Libre para Hombres y Mujeres,,,,No,No
339,LUBREX Solución alcohólica higienizante para mascarillas,"4,8",5,"8,49",Yes,No
340,5 Piezas Masks-Mascarillas Adultos LED Luminosa 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 con 5 ×Batería de botón，Luces brillante Navidad Impresiones Protección para Facial Deportes al Aire Libre para Hombres y Mujeres,,,,No,No
341,"3D Marco de Soporte Interno, Speyang Extensores de Correa de Máscara, Cordón Ajustable Mascarilla, Almohadillas de Puente Nasal Antivaho Juego, para Proteger Lápiz Labial, Cara, Oído (40 Piezas)",,,"14,99",No,No
342,Mascarilla deportiva blanca tejido 3D homologada reutilizable producto español,,,"14,90",No,No
343,"KN95 Mascarilla Respiratoria Plana Plegable Desechable de 5 Capas, Caja de 10 pzas | Cumple con GB2626-2006","4,0",108,"12,99",Yes,No
